PMID	assigned?	rule_based	Correct Results	Haley		Peng Yu	Karthik	Chenwei	Xiaohuan	Yi Weng
27178735	notass	Yes	Y	Y	Exosome-mediated activation of toll-like receptor 3 in stellate cells stimulates interleukin-17 production by γδ T cells in liver fibrosis.	Y	Y		Y	Y
27179759	notass	Yes	N	N	Transfer of malignant trait to BRCA1 deficient human fibroblasts following exposure to serum of cancer patients.	N	N		N	N
27180572	notass	NA	Y	Y	Exosomes Secreted by Toxoplasma gondii-Infected L6 Cells: Their Effects on Host Cell Proliferation and Cell Cycle Changes.	Y	Y		N	Y
27184657	notass	NA	N	N	Exosomal Long Noncoding RNAs are Differentially Expressed in the Cervicovaginal Lavage Samples of Cervical Cancer Patients.	N	N		Y	N
27189348	notass	Yes	N	N	A platform for actively loading cargo RNA to elucidate limiting steps in EV-mediated delivery.	N	N		N	N
27190370	notass	Yes	N	N	Acetazolamide enhances the release of urinary exosomal aquaporin-1.	N	N		N	N
27193612	notass	NA	N	N	Isolation of human salivary extracellular vesicles by iodixanol density gradient ultracentrifugation and their characterizations.	N	N		N	N
27196940	notass	NA	Y	Y	Chronic myelogenous leukaemia exosomes modulate bone marrow microenvironment through activation of epidermal growth factor receptor.	Y	Y		Y	Y
27198239	notass	Yes	Y	Y	Thrombin Stimulated Platelet-Derived Exosomes Inhibit Platelet-Derived Growth Factor Receptor-Beta Expression in Vascular Smooth Muscle Cells.	Y	Y		Y	Y
27198428	notass	No	N	N	71P Exosomes isolated in plasma of non-small cell lung cancer patients contain microRNA related to the EGFR pathway: Proof of concept.	N	N		N	N
27203438	notass	NA	Y	Y	Mesenchymal Stem Cells Deliver Exogenous MicroRNA-let7c via Exosomes to Attenuate Renal Fibrosis.	Y	Y		Y	Y
27216185	notass	Yes	Y	Y	Adipocyte Exosomes Promote Melanoma Aggressiveness through Fatty Acid Oxidation: A Novel Mechanism Linking Obesity and Cancer.	Y	Y		Y	Y
27216497	notass	NA	N	N	Enrichment of extracellular vesicles from tissues of the central nervous system by PROSPR.	N	N		N	N
27225482	notass	NA	N	N	The impact of patient co-morbidities on the regenerative capacity of cardiac explant-derived stem cells.	N	N		N	N
27226520	notass	Yes	Y	Y	Monocyte exosomes induce adhesion molecules and cytokines via activation of NF-κB in endothelial cells.	Y	Y		Y	Y
27229443	notass	NA	N	N	Effective isolation of exosomes with polyethylene glycol from cell culture supernatant for in-depth proteome profiling.	N	N		N	N
27232975	notass	NA	N	N	c-Src, Insulin-Like Growth Factor I Receptor, G-Protein-Coupled Receptor Kinases and Focal Adhesion Kinase are Enriched Into Prostate Cancer Cell Exosomes.	N	N		N	N
27236748	notass	NA	Y	Y	Human endothelial progenitor cells-derived exosomes accelerate cutaneous wound healing in diabetic rats by promoting endothelial function.	Y	Y		Y	Y
27238466	notass	Yes	Y	Y	Exosomes mediate hepatitis B virus (HBV) transmission and NK-cell dysfunction.	Y	Y		Y	Y
27246926	notass	NA	N	N	Serum-derived exosomes from non-viremic animals previously exposed to the porcine respiratory and reproductive virus contain antigenic viral proteins.	N	N		Y	N
27248822	notass	Yes	N	N	Viral oncomiR spreading between B and T cells is employed by Kaposi's sarcoma herpesvirus to induce non-cell-autonomous target gene regulation.	N	N		N	N
27252357	notass	Yes	Y	Y	Exosomes secreted by mesenchymal stem cells promote endothelial cell angiogenesis by transferring miR-125a.	Y	Y		Y	Y
27270382	notass	NA	Y	Y	Induction of protective immunity against experimental Eimeria tenella infection using serum exosomes.	Y	Y		N	Y
27278097	notass	NA	N	N	Donor-Derived Exosomes With Lung Self-Antigens in Human Lung Allograft Rejection.	N	N		N	N
27278624	notass	Yes	Y	Y	Macrophages transfer antigens to dendritic cells by releasing exosomes containing dead-cell-associated antigens partially through a ceramide-dependent pathway to enhance CD4(+) T-cell responses.	Y	Y		N	Y
27279906	notass	NA	N	N	Recapitulating the Size and Cargo of Tumor Exosomes in a Tissue-Engineered Model.	N	N		N	N
27284111	notass	Yes	Y	Y	Hsp20-Mediated Activation of Exosome Biogenesis in Cardiomyocytes Improves Cardiac Function and Angiogenesis in Diabetic Mice.	Y	Y		N	Y
27285987	notass	NA	N	N	YKT6 expression, exosome release, and survival in non-small cell lung cancer.	N	N		N	N
27291156	notass	Yes	N	N	Processing of miR17-92 Cluster in Hepatic Stellate Cells Promotes Hepatic Fibrogenesis During Alcohol-Induced Injury.	N*	N		N	N
27300513	notass	Yes	N	N	Human papillomavirus E6 and E7 oncoproteins affect the expression of cancer-related microRNAs: additional evidence in HPV-induced tumorigenesis.	N	N		N	N
27313497	notass	Yes	Y	Y	Exosomes Secreted by Human-Induced Pluripotent Stem Cell-Derived Mesenchymal Stem Cells Repair Critical-Sized Bone Defects through Enhanced Angiogenesis and Osteogenesis in Osteoporotic Rats.	Y	Y		Y	Y
27317184	notass	NA	N	N	Generation, Quantification, and Tracing of Metabolically Labeled Fluorescent Exosomes.	N	N		N	N
27317185	notass	NA	N	N	Cardiac Myocyte Exosome Isolation.	N	N		N	N
27317346	notass	NA	N	N	Exosome-like vesicles in uterine aspirates: a comparison of ultracentrifugation-based isolation protocols.	N	N		N	N
27319758	notass	NA	N	N	Amoxicillin haptenates intracellular proteins that can be transported in exosomes to target cells.	N	N		N	N
27320496	notass	Yes	Y	Y	Exosomes in the nose induce immune cell trafficking and harbour an altered protein cargo in chronic airway inflammation.	Y	Y		Y	Y
27322220	notass	Yes	N	N	Shikonin Inhibits the Proliferation of Human Breast Cancer Cells by Reducing Tumor-Derived Exosomes.	N	N		N	N
27330291	notass	NA	N	N	Magnetic resonance imaging of ultrasmall superparamagnetic iron oxide-labeled exosomes from stem cells: a new method to obtain labeled exosomes.	N	N		N	N
27330539	notass	NA	N	N	Milk miRNAs: simple nutrients or systemic functional regulators?	N	N		N	N
27333275	notass	NA	N	N	Amnion-Epithelial-Cell-Derived Exosomes Demonstrate Physiologic State of Cell under Oxidative Stress.	N	N		Y	N
27336721	notass	NA	Y	Y	Cardiac progenitor cell-derived exosomes prevent cardiomyocytes apoptosis through exosomal miR-21 by targeting PDCD4.	Y	Y		Y	Y
27340620	notass	NA	Y	Y	Foetal bovine serum-derived exosomes affect yield and phenotype of human cardiac progenitor cell culture.	Y	Y*		Y	Y
27343445	notass	No	N	N	Exosomal Proteins as Diagnostic Biomarkers in Lung Cancer.	N	N		N	N
27345057	notass	NA	N	N	Identification and characterization of EGF receptor in individual exosomes by fluorescence-activated vesicle sorting.	N	N		N	N
27347352	notass	Yes	Y	Y	Exosome-mediated transfer from the tumor microenvironment increases TGFβ signaling in squamous cell carcinoma.	Y	Y		Y	Y
27348586	notass	Yes	Y	Y	Donor dendritic cell-derived exosomes promote allograft-targeting immune response.	Y	Y		Y	Y
27351483	notass	NA	Y	Y	Induction of IFNT-Stimulated Genes by Conceptus-Derived Exosomes during the Attachment Period.	Y	Y		Y	Y
27372594	notass	NA	N	N	Plasma exosome profiles from dairy cows with divergent fertility phenotypes.	N	N		N	N
27378829	notass	Yes	N	N	Notch Signaling Mediates Skeletal Muscle Atrophy in Cancer Cachexia Caused by Osteosarcoma.	N	N		N	N
27379194	notass	NA	Y	Y	FRTL-5 Rat Thyroid Cells Release Thyroglobulin Sequestered in Exosomes: A Possible Novel Mechanism for Thyroglobulin Processing in the Thyroid.	Y	Y*		Y	Y
27381477	notass	Yes	Y	Y	Targeting the Ca(2+) Sensor STIM1 by Exosomal Transfer of Ebv-miR-BART13-3p is Associated with Sjögren's Syndrome.	Y	N		Y	Y
27381844	notass	NA	N	N	In Primary Aldosteronism, Mineralocorticoids Influence Exosomal Sodium-Chloride Cotransporter Abundance.	N	N		N	N
27385095	notass	NA	Y	Y	Tumor cells derived exosomes contain hTERT mRNA and transform nonmalignant fibroblasts into telomerase positive cells.	Y	Y		Y	Y
27385098	notass	Yes	Y	Y	TrkB-containing exosomes promote the transfer of glioblastoma aggressiveness to YKL-40-inactivated glioblastoma cells.	Y	Y		Y	Y
27386584	notass	NA	N	N	Matrix-bound nanovesicles within ECM bioscaffolds.	N	N		N	N
27389011	notass	NA	N	N	Plasmalogen enrichment in exosomes secreted by a nematode parasite versus those derived from its mouse host: implications for exosome stability and biology.	N	N		N	N
27408937	notass	NA	N	N	Prediction of conversion from mild cognitive impairment to dementia with neuronally derived blood exosome protein profile.	N	N		N?	N
27418137	notass	Yes	Y	Y	Exosomes from human colorectal cancer induce a tumor-like behavior in colonic mesenchymal stromal cells.	Y	Y		Y	Y
27419627	notass	NA	Y	Y	Circulating exosomes potentiate tumor malignant properties in a mouse model of chronic sleep fragmentation.	Y	Y*		Y	Y
27419629	notass	Yes	Y	Y	CD44v6-competent tumor exosomes promote motility, invasion and cancer-initiating cell marker expression in pancreatic and colorectal cancer cells.	Y	Y		Y	Y
27424049	notass	NA	N	N	Altered micro-ribonucleic acid expression profiles of extracellular microvesicles in the seminal plasma of patients with oligoasthenozoospermia.	N	N		N	N
27428420	notass	Yes	Y	Y	Exosome Derived From Human Umbilical Cord Mesenchymal Stem Cell Mediates MiR-181c Attenuating Burn-induced Excessive Inflammation.	Y	Y		Y	Y
27435394	notass	NA	N	N	Follicle-Stimulating Hormone Receptor Is Expressed by Most Ovarian Cancer Subtypes and Is a Safe and Effective Immunotherapeutic Target.	N	N		N	N
27437771	notass	NA	N	N	Barriers to horizontal cell transformation by extracellular vesicles containing oncogenic H-ras.	N	N		Y	N
27439335	notass	Yes	Y	Y	Exosome-mediated Transfer of αvβ3 Integrin from Tumorigenic to Nontumorigenic Cells Promotes a Migratory Phenotype.	Y	Y		Y	Y
27440046	notass	NA	Y	Y	Microvesicle Cargo and Function Changes upon Induction of Cellular Transformation.	Y	Y*		Y	Y
27441821	notass	No	N	N	BARHL2 Methylation Using Gastric Wash DNA or Gastric Juice Exosomal DNA is a Useful Marker For Early Detection of Gastric Cancer in an H. pylori-Independent Manner.	N	N		N	N
27443190	notass	Yes	Y	Y	Pancreatic Cancer Cell Exosome-Mediated Macrophage Reprogramming and the Role of MicroRNAs 155 and 125b2 Transfection using Nanoparticle Delivery Systems.	Y	Y		Y	Y
27443953	notass	NA	N	N	Altered expression of CD63 and exosomes in scleroderma dermal fibroblasts.	N	N		N	N
27446418	notass	NA	N	N	miR-182, of the miR-183 cluster family, is packaged in exosomes and is detected in human exosomes from serum, breast cells and prostate cells.	N	N		N	N
27447450	notass	No	N	N	Exosome engineering for efficient intracellular delivery of soluble proteins using optically reversible protein-protein interaction module.	N	N		N	N
27447723	notass	NA	Y	Y	Involvement of exosomes in lung inflammation associated with experimental acute pancreatitis.	Y	Y*		Y	Y
27460850	notass	Yes	Y	Y	Mesenchymal Stem Cell-Derived Exosomes Promote Fracture Healing in a Mouse Model.	Y	Y		Y	Y
27462462	notass	Yes	Y	Y	Osteoclast-derived microRNA-containing exosomes selectively inhibit osteoblast activity.	Y	Y		Y	Y
27464736	notass	NA	N	N	Real time and label free profiling of clinically relevant exosomes.	N	N		N	N
27468688	notass	Yes	Y	Y	Exosome-mediated delivery of miR-9 induces cancer-associated fibroblast-like properties in human breast fibroblasts.	Y	Y		Y	Y
27470641	notass	NA	N	N	Phosphoproteome Characterization of Human Colorectal Cancer SW620 Cell-Derived Exosomes and New Phosphosite Discovery for C-HPP.	N	N		N	N
27475298	notass	No	Y	Y	Mesenchymal stem cell and derived exosome as small RNA carrier and Immunomodulator to improve islet transplantation.	Y	Y		Y	Y
27475633	notass	NA	N	N	Increasing of blastocyst rate and gene expression in co-culture of bovine embryos with adult adipose tissue-derived mesenchymal stem cells.	N	N		N	N
27484689	notass	NA	N	N*	Exosomes derived from tumor cells genetically modified to express Mycobacterium tuberculosis antigen: a novel vaccine for cancer therapy.	N*	Y*		Y	N
27485285	notass	No	N	N	Identifying Urinary and Serum Exosome Biomarkers for Radiation Exposure Using a Data Dependent Acquisition and SWATH-MS Combined Workflow.	N	N		N	N
27487081	notass	NA	N	N	Comparative Proteomic Analysis of Extracellular Vesicles Isolated by Acoustic Trapping or Differential Centrifugation.	N	N		N	N
27494402	notass	NA	N	N	Detection of long non-coding RNAs in human breastmilk extracellular vesicles: Implications for early child development.	N	N		N	N
27496004	notass	NA	Y	Y	Exosomes contribute to the transmission of anti-HIV activity from TLR3-activated brain microvascular endothelial cells to macrophages.	Y	Y		Y	Y
27496221	notass	NA	N	N	Albuminuria is not associated with elevated urinary vesicle concentration but can confound nanoparticle tracking analysis.	N	N		N	N
27496568	notass	Yes	Y	Y	Exosomal MicroRNAs Derived From Umbilical Mesenchymal Stem Cells Inhibit Hepatitis C Virus Infection.	Y	Y		Y	Y
27499183	notass	NA	N	N	Are prions transported by plasma exosomes?	N	N		N	N
27500388	notass	NA	Y	Y	Modification of tumor cell exosome content by transfection with wt-p53 and microRNA-125b expressing plasmid DNA and its effect on macrophage polarization.	Y	Y*		Y	Y
27506158	notass	Yes	N	N	PGE2 /EP4 Signaling Controls the Transfer of the Mammary Stem Cell State by Lipid Rafts in Extracellular Vesicles.	N	N		N	N
27507971	notass	NA	N	N	Melanoma Affects the Composition of Blood Cell-Derived Extracellular Vesicles.	N	N		N	N
27511944	notass	NA	N	N	Cargo proteins of plasma astrocyte-derived exosomes in Alzheimer's disease.	N	N		N	N
27515767	notass	Yes	Y	Y	Exosomes derived from mature dendritic cells increase endothelial inflammation and atherosclerosis via membrane TNF-α mediated NF-κB pathway.	Y	Y		Y	Y
27516962	notass	NA	N	N	Traumatic brain injury increases levels of miR-21 in extracellular vesicles: implications for neuroinflammation.	N	N		N	N
27530098	notass	NA	N	N	Structural and functional characterization of endothelial microparticles released by cigarette smoke.	N	N		N	N
27535708	notass	NA	N	N	Isolation and characterization of vesicular and non-vesicular microRNAs circulating in sera of partially hepatectomized rats.	N	N		N	N
27535912	notass	NA	N	N	Neutral Sphingomyelinase-2 Deficiency Ameliorates Alzheimer's Disease Pathology and Improves Cognition in the 5XFAD Mouse.	N	N		N	N
27536982	notass	Yes	Y	Y	Human vaginal fluid contains exosomes that have an inhibitory effect on an early step of the HIV-1 life cycle.	Y	Y		Y	Y
27537259	notass	NA	Y	Y	Modulation of Immune Responses by Extracellular Vesicles From Retinal Pigment Epithelium.	Y	Y		Y	Y
27538493	notass	No	Y	Y	Exosomal miR-24-3p impedes T-cell function by targeting FGF11 and serves as a potential prognostic biomarker for nasopharyngeal carcinoma.	Y	Y		Y	Y
27539657	notass	NA	Y	Y	Systemic administration of cell-free exosomes generated by human bone marrow derived mesenchymal stem cells cultured under 2D and 3D conditions improves functional recovery in rats after traumatic brain injury.	Y	Y		Y	Y
27542209	notass	NA	Y	Y	Boar seminal plasma exosomes maintain sperm function by infiltrating into the sperm membrane.	Y	Y*		Y	Y
27557608	notass	NA	N	N	Sulfatides in extracellular vesicles isolated from plasma of multiple sclerosis patients.	N	N		N	N
27559612	notass	NA	N	N	Y-box protein 1 is required to sort microRNAs into exosomes in cells and in a cell-free reaction.	N	N		N	N
27564521	notass	NA	N	N	Concomitant Evaluation of a Panel of Exosome Proteins and MiRs for Qualification of Cultured Human Corneal Endothelial Cells.	N	N		N	N
27567840	notass	NA	Y	Y	Extracellular Vesicles Containing P301L Mutant Tau Accelerate Pathological Tau Phosphorylation and Oligomer Formation but Do Not Seed Mature Neurofibrillary Tangles in ALZ17 Mice.	Y	Y		N	Y
27568581	notass	Yes	Y	Y	Tumor Cell Malignant Properties Are Enhanced by Circulating Exosomes in Sleep Apnea.	Y	Y		Y	Y
27569704	notass	Yes	Y	Y	Extracellular vesicles in human follicular fluid do not promote coagulation.	Y	Y		Y	Y
